Angle (degree )	Bit Value (0/1)
28.828828828828826	0.0
29.009009009009006	0.0
29.189189189189186	0.0
29.369369369369362	0.0
29.54954954954955	0.0
29.72972972972973	0.0
29.90990990990991	0.0
30.090090090090087	0.0
30.270270270270267	0.0
30.450450450450447	0.0
30.63063063063063	0.0
30.810810810810814	1.0
30.990990990990987	0.0
31.17117117117117	0.0
31.35135135135135	0.0
31.531531531531527	0.0
31.71171171171171	0.0
31.89189189189189	0.0
32.072072072072075	0.0
32.25225225225225	0.0
32.43243243243243	0.0
32.61261261261261	0.0
32.79279279279279	0.0
32.972972972972975	0.0
33.15315315315315	0.0
33.33333333333333	0.0
33.513513513513516	1.0
33.69369369369369	0.0
33.87387387387387	0.0
34.054054054054056	0.0
34.234234234234236	0.0
34.414414414414416	0.0
34.59459459459459	1.0
34.77477477477477	0.0
34.95495495495495	0.0
35.13513513513513	0.0
35.31531531531532	0.0
35.4954954954955	0.0
35.67567567567568	0.0
35.85585585585585	0.0
36.03603603603603	0.0
36.21621621621621	0.0
36.3963963963964	0.0
36.57657657657658	0.0
36.75675675675675	0.0
36.93693693693694	0.0
37.11711711711712	0.0
37.29729729729729	0.0
37.47747747747747	0.0
37.65765765765766	0.0
37.83783783783784	0.0
38.01801801801801	0.0
38.19819819819819	0.0
38.37837837837837	0.0
38.55855855855855	0.0
38.73873873873874	0.0
38.91891891891892	0.0
39.0990990990991	0.0
39.27927927927928	0.0
39.45945945945945	0.0
39.63963963963963	0.0
39.81981981981982	0.0
40.0	0.0
40.18018018018018	0.0
40.36036036036035	0.0
40.54054054054054	0.0
40.72072072072072	0.0
40.9009009009009	0.0
41.08108108108108	0.0
41.26126126126126	0.0
41.441441441441434	0.0
41.62162162162162	0.0
41.801801801801794	0.0
41.981981981981974	0.0
42.16216216216216	1.0
42.34234234234234	0.0
42.52252252252252	0.0
42.702702702702695	0.0
42.88288288288288	0.0
43.063063063063055	0.0
43.24324324324324	0.0
43.42342342342343	0.0
43.6036036036036	0.0
43.783783783783775	0.0
43.96396396396396	0.0
44.14414414414414	0.0
44.324324324324316	0.0
44.5045045045045	0.0
44.68468468468468	1.0
44.86486486486486	0.0
45.045045045045036	0.0
45.22522522522522	0.0
45.405405405405396	0.0
45.585585585585584	1.0
45.765765765765764	0.0
45.945945945945944	0.0
46.126126126126124	0.0
46.3063063063063	0.0
46.486486486486484	0.0
46.66666666666666	0.0
46.846846846846844	0.0
47.02702702702703	0.0
47.207207207207205	0.0
47.387387387387385	0.0
47.567567567567565	0.0
47.747747747747745	0.0
47.927927927927925	0.0
48.108108108108105	0.0
48.28828828828829	0.0
48.468468468468465	0.0
48.64864864864864	0.0
48.828828828828826	0.0
49.009009009009	0.0
49.189189189189186	0.0
49.369369369369366	0.0
49.549549549549546	1.0
49.729729729729726	0.0
49.9099099099099	0.0
50.09009009009009	0.0
50.270270270270274	1.0
50.45045045045045	0.0
50.630630630630634	0.0
50.81081081081081	0.0
50.99099099099099	0.0
51.17117117117117	0.0
51.351351351351354	0.0
51.53153153153153	0.0
51.71171171171171	0.0
51.891891891891895	0.0
52.07207207207207	0.0
52.25225225225224	0.0
52.43243243243243	0.0
52.612612612612615	0.0
52.79279279279279	0.0
52.97297297297297	0.0
53.15315315315315	0.0
53.33333333333333	0.0
53.5135135135135	0.0
53.69369369369369	0.0
53.873873873873876	0.0
54.05405405405405	1.0
54.234234234234236	0.0
54.41441441441441	0.0
54.59459459459459	0.0
54.77477477477477	0.0
54.95495495495496	1.0
55.13513513513513	1.0
55.31531531531531	0.0
55.4954954954955	1.0
55.67567567567567	0.0
55.85585585585584	0.0
56.03603603603603	0.0
56.21621621621622	0.0
56.39639639639639	0.0
56.57657657657657	0.0
56.75675675675675	0.0
56.93693693693693	0.0
57.11711711711712	0.0
57.29729729729729	0.0
57.47747747747748	0.0
57.65765765765765	0.0
57.83783783783783	1.0
58.01801801801801	0.0
58.19819819819819	0.0
58.37837837837837	0.0
58.55855855855855	0.0
58.738738738738725	0.0
58.91891891891892	0.0
59.0990990990991	0.0
59.27927927927928	0.0
59.45945945945946	0.0
59.63963963963963	1.0
59.81981981981982	0.0
59.99999999999999	0.0
60.18018018018017	1.0
60.36036036036035	0.0
60.54054054054053	0.0
60.720720720720706	0.0
60.90090090090089	1.0
61.08108108108107	1.0
61.26126126126126	1.0
61.44144144144144	1.0
61.62162162162163	1.0
61.8018018018018	1.0
61.981981981981974	1.0
62.16216216216216	0.0
62.34234234234234	0.0
62.522522522522515	0.0
62.7027027027027	0.0
62.882882882882875	0.0
63.063063063063055	0.0
63.243243243243235	0.0
63.42342342342342	0.0
63.60360360360361	0.0
63.78378378378378	0.0
63.96396396396396	0.0
64.14414414414415	0.0
64.32432432432432	1.0
64.5045045045045	0.0
64.68468468468468	0.0
64.86486486486486	1.0
65.04504504504503	1.0
65.22522522522522	0.0
65.40540540540539	0.0
65.58558558558558	1.0
65.76576576576576	0.0
65.94594594594595	0.0
66.12612612612612	0.0
66.3063063063063	0.0
66.48648648648648	0.0
66.66666666666666	0.0
66.84684684684684	0.0
67.02702702702703	0.0
67.2072072072072	1.0
67.38738738738738	1.0
67.56756756756756	0.0
67.74774774774774	0.0
67.92792792792791	0.0
68.10810810810811	1.0
68.28828828828829	0.0
68.46846846846847	1.0
68.64864864864865	0.0
68.82882882882883	1.0
69.009009009009	0.0
69.18918918918918	0.0
69.36936936936937	0.0
69.54954954954954	0.0
69.72972972972973	0.0
69.9099099099099	1.0
70.09009009009009	0.0
70.27027027027026	0.0
70.45045045045045	1.0
70.63063063063063	1.0
70.8108108108108	0.0
70.990990990991	1.0
71.17117117117117	0.0
71.35135135135135	0.0
71.53153153153153	0.0
71.7117117117117	1.0
71.89189189189189	0.0
72.07207207207206	0.0
72.25225225225223	1.0
72.43243243243242	0.0
72.6126126126126	0.0
72.7927927927928	1.0
72.97297297297297	0.0
73.15315315315316	1.0
73.33333333333333	0.0
73.5135135135135	0.0
73.69369369369369	0.0
73.87387387387388	0.0
74.05405405405405	0.0
74.23423423423424	0.0
74.41441441441441	1.0
74.59459459459458	0.0
74.77477477477477	0.0
74.95495495495494	0.0
75.13513513513514	0.0
75.31531531531532	0.0
75.49549549549549	0.0
75.67567567567568	0.0
75.85585585585585	1.0
76.03603603603602	0.0
76.21621621621621	1.0
76.39639639639638	0.0
76.57657657657657	0.0
76.75675675675674	1.0
76.93693693693693	1.0
77.1171171171171	0.0
77.29729729729729	1.0
77.47747747747748	0.0
77.65765765765765	0.0
77.83783783783784	0.0
78.01801801801801	0.0
78.1981981981982	1.0
78.37837837837837	0.0
78.55855855855856	0.0
78.73873873873873	1.0
78.9189189189189	0.0
79.09909909909909	1.0
79.27927927927927	1.0
79.45945945945944	0.0
79.63963963963964	1.0
79.81981981981981	0.0
80.0	0.0
80.18018018018017	1.0
80.36036036036036	0.0
80.54054054054053	1.0
80.7207207207207	0.0
80.9009009009009	1.0
81.08108108108108	0.0
81.26126126126125	1.0
81.44144144144144	1.0
81.62162162162161	1.0
81.8018018018018	0.0
81.98198198198199	1.0
82.16216216216216	0.0
82.34234234234233	0.0
82.52252252252252	0.0
82.70270270270271	0.0
82.88288288288287	0.0
83.06306306306305	0.0
83.24324324324324	0.0
83.42342342342342	1.0
83.60360360360359	0.0
83.78378378378378	1.0
83.96396396396395	0.0
84.14414414414414	0.0
84.32432432432432	0.0
84.5045045045045	0.0
84.68468468468468	0.0
84.86486486486486	1.0
85.04504504504504	0.0
85.22522522522523	1.0
85.40540540540539	1.0
85.58558558558558	0.0
85.76576576576576	1.0
85.94594594594595	1.0
86.12612612612611	0.0
86.3063063063063	0.0
86.48648648648648	0.0
86.66666666666667	0.0
86.84684684684686	0.0
87.02702702702702	1.0
87.2072072072072	1.0
87.38738738738739	0.0
87.56756756756755	1.0
87.74774774774774	1.0
87.92792792792793	0.0
88.1081081081081	1.0
88.28828828828829	0.0
88.46846846846846	0.0
88.64864864864863	1.0
88.82882882882883	1.0
89.009009009009	0.0
89.1891891891892	0.0
89.36936936936937	1.0
89.54954954954954	1.0
89.72972972972973	1.0
89.90990990990991	1.0
90.09009009009007	0.0
90.27027027027026	1.0
90.45045045045045	1.0
90.63063063063062	1.0
90.81081081081079	1.0
90.99099099099098	0.0
91.17117117117117	0.0
91.35135135135135	0.0
91.53153153153153	1.0
91.7117117117117	1.0
91.89189189189189	0.0
92.07207207207206	1.0
92.25225225225225	0.0
92.43243243243244	1.0
92.6126126126126	0.0
92.79279279279278	0.0
92.97297297297297	0.0
93.15315315315313	0.0
93.33333333333331	0.0
93.51351351351352	0.0
93.69369369369369	1.0
93.87387387387388	1.0
94.05405405405406	1.0
94.23423423423422	1.0
94.41441441441441	0.0
94.5945945945946	1.0
94.77477477477477	0.0
94.95495495495494	1.0
95.13513513513513	1.0
95.3153153153153	1.0
95.49549549549549	0.0
95.67567567567568	1.0
95.85585585585585	1.0
96.03603603603604	0.0
96.21621621621621	0.0
96.3963963963964	1.0
96.57657657657658	0.0
96.75675675675674	1.0
96.93693693693693	1.0
97.11711711711712	0.0
97.29729729729728	1.0
97.47747747747746	1.0
97.65765765765765	0.0
97.83783783783782	1.0
98.018018018018	0.0
98.19819819819818	1.0
98.37837837837837	0.0
98.55855855855856	1.0
98.73873873873873	1.0
98.9189189189189	1.0
99.09909909909909	1.0
99.27927927927927	0.0
99.45945945945945	1.0
99.63963963963964	0.0
99.8198198198198	0.0
99.99999999999999	1.0
100.18018018018017	1.0
100.36036036036036	1.0
100.54054054054055	1.0
100.72072072072072	0.0
100.9009009009009	1.0
101.08108108108108	1.0
101.26126126126127	1.0
101.44144144144143	1.0
101.62162162162161	1.0
101.8018018018018	0.0
101.98198198198197	0.0
102.16216216216215	0.0
102.34234234234233	1.0
102.52252252252251	0.0
102.70270270270271	0.0
102.88288288288288	0.0
103.06306306306305	1.0
103.24324324324324	1.0
103.42342342342342	1.0
103.6036036036036	1.0
103.78378378378379	0.0
103.96396396396395	1.0
104.14414414414414	1.0
104.32432432432432	1.0
104.50450450450448	0.0
104.68468468468467	0.0
104.86486486486486	1.0
105.04504504504504	0.0
105.22522522522523	0.0
105.40540540540539	1.0
105.58558558558558	0.0
105.76576576576576	1.0
105.94594594594594	1.0
106.12612612612612	0.0
106.3063063063063	1.0
106.48648648648647	0.0
106.66666666666666	1.0
106.84684684684684	1.0
107.027027027027	1.0
107.20720720720719	1.0
107.38738738738738	1.0
107.56756756756756	0.0
107.74774774774775	0.0
107.92792792792791	1.0
108.1081081081081	0.0
108.28828828828829	0.0
108.46846846846847	0.0
108.64864864864863	1.0
108.82882882882882	1.0
109.009009009009	0.0
109.18918918918918	0.0
109.36936936936935	1.0
109.54954954954954	1.0
109.72972972972973	1.0
109.90990990990991	1.0
110.09009009009009	0.0
110.27027027027026	1.0
110.45045045045045	1.0
110.63063063063062	1.0
110.8108108108108	0.0
110.990990990991	0.0
111.17117117117115	0.0
111.35135135135134	0.0
111.53153153153153	1.0
111.71171171171169	1.0
111.8918918918919	1.0
112.07207207207206	0.0
112.25225225225225	1.0
112.43243243243244	1.0
112.6126126126126	1.0
112.79279279279278	0.0
112.97297297297297	1.0
113.15315315315314	0.0
113.33333333333333	1.0
113.5135135135135	1.0
113.69369369369367	1.0
113.87387387387386	1.0
114.05405405405405	1.0
114.23423423423424	1.0
114.41441441441441	1.0
114.59459459459458	1.0
114.77477477477476	0.0
114.95495495495496	1.0
115.13513513513512	0.0
115.3153153153153	0.0
115.4954954954955	1.0
115.67567567567566	1.0
115.85585585585586	0.0
116.03603603603602	0.0
116.21621621621621	1.0
116.39639639639638	1.0
116.57657657657658	0.0
116.75675675675674	0.0
116.93693693693693	0.0
117.1171171171171	1.0
117.29729729729729	1.0
117.47747747747745	1.0
117.65765765765765	1.0
117.83783783783784	1.0
118.01801801801801	0.0
118.1981981981982	1.0
118.37837837837836	1.0
118.55855855855856	1.0
118.73873873873873	1.0
118.91891891891892	1.0
119.09909909909908	1.0
119.27927927927927	1.0
119.45945945945944	1.0
119.63963963963964	1.0
119.81981981981981	1.0
119.99999999999999	1.0
120.18018018018017	1.0
120.36036036036035	1.0
120.54054054054055	1.0
120.7207207207207	1.0
120.9009009009009	0.0
121.08108108108107	0.0
121.26126126126125	1.0
121.44144144144141	1.0
121.62162162162161	1.0
121.80180180180179	1.0
121.98198198198197	0.0
122.16216216216213	1.0
122.34234234234232	1.0
122.52252252252252	1.0
122.7027027027027	1.0
122.88288288288288	1.0
123.06306306306304	1.0
123.24324324324326	0.0
123.4234234234234	1.0
123.6036036036036	1.0
123.78378378378378	0.0
123.96396396396395	1.0
124.14414414414412	0.0
124.32432432432432	1.0
124.5045045045045	1.0
124.68468468468468	0.0
124.86486486486486	1.0
125.04504504504503	0.0
125.22522522522523	0.0
125.4054054054054	1.0
125.58558558558559	0.0
125.76576576576575	0.0
125.94594594594594	1.0
126.12612612612611	0.0
126.30630630630631	1.0
126.48648648648647	1.0
126.66666666666666	1.0
126.84684684684684	1.0
127.02702702702702	0.0
127.20720720720722	1.0
127.38738738738738	1.0
127.56756756756756	1.0
127.74774774774774	1.0
127.92792792792793	1.0
128.1081081081081	0.0
128.2882882882883	1.0
128.46846846846844	0.0
128.64864864864865	1.0
128.82882882882882	1.0
129.009009009009	1.0
129.1891891891892	1.0
129.36936936936937	1.0
129.54954954954954	1.0
129.7297297297297	1.0
129.9099099099099	1.0
130.09009009009006	1.0
130.27027027027026	0.0
130.45045045045043	1.0
130.63063063063063	1.0
130.81081081081078	1.0
130.99099099099098	1.0
131.17117117117115	1.0
131.35135135135135	0.0
131.53153153153153	1.0
131.7117117117117	1.0
131.8918918918919	0.0
132.07207207207207	1.0
132.25225225225225	1.0
132.43243243243242	1.0
132.6126126126126	1.0
132.79279279279277	1.0
132.97297297297297	0.0
133.15315315315314	1.0
133.33333333333331	1.0
133.5135135135135	1.0
133.6936936936937	0.0
133.8738738738739	1.0
134.05405405405406	1.0
134.23423423423424	1.0
134.4144144144144	0.0
134.59459459459458	1.0
134.77477477477476	1.0
134.95495495495496	1.0
135.13513513513513	1.0
135.3153153153153	1.0
135.49549549549548	1.0
135.67567567567565	1.0
135.85585585585582	1.0
136.03603603603602	1.0
136.21621621621622	1.0
136.3963963963964	1.0
136.57657657657657	1.0
136.75675675675674	1.0
136.93693693693695	1.0
137.11711711711712	1.0
137.2972972972973	1.0
137.47747747747746	0.0
137.65765765765767	1.0
137.8378378378378	1.0
138.018018018018	1.0
138.19819819819818	1.0
138.37837837837836	1.0
138.55855855855856	1.0
138.73873873873873	1.0
138.91891891891893	1.0
139.09909909909908	1.0
139.27927927927928	1.0
139.45945945945945	1.0
139.63963963963965	1.0
139.8198198198198	1.0
140.0	1.0
140.18018018018017	1.0
140.36036036036035	1.0
140.54054054054052	1.0
140.72072072072072	1.0
140.9009009009009	1.0
141.08108108108107	1.0
141.26126126126127	1.0
141.4414414414414	1.0
141.6216216216216	0.0
141.8018018018018	1.0
141.981981981982	1.0
142.16216216216213	1.0
142.34234234234233	1.0
142.5225225225225	1.0
142.7027027027027	1.0
142.88288288288285	1.0
143.06306306306305	1.0
143.24324324324323	1.0
143.4234234234234	1.0
143.6036036036036	1.0
143.78378378378378	1.0
143.96396396396395	1.0
144.14414414414412	1.0
144.32432432432432	1.0
144.50450450450447	1.0
144.68468468468467	1.0
144.86486486486484	1.0
145.04504504504504	1.0
145.2252252252252	1.0
145.40540540540542	1.0
145.5855855855856	1.0
145.76576576576576	1.0
145.94594594594594	1.0
146.1261261261261	0.0
146.3063063063063	1.0
146.48648648648648	1.0
146.66666666666666	0.0
146.84684684684683	1.0
147.027027027027	0.0
147.20720720720718	1.0
147.38738738738738	1.0
147.56756756756755	1.0
147.74774774774775	1.0
147.92792792792793	1.0
148.1081081081081	1.0
148.2882882882883	1.0
148.46846846846847	1.0
148.64864864864865	1.0
148.82882882882882	1.0
149.009009009009	1.0
149.18918918918916	1.0
149.36936936936937	1.0
149.54954954954954	1.0
149.7297297297297	1.0
149.90990990990989	1.0
150.09009009009006	1.0
150.2702702702703	1.0
150.45045045045043	1.0
150.63063063063063	1.0
150.8108108108108	1.0
150.99099099099098	1.0
151.17117117117115	1.0
151.35135135135135	1.0
151.53153153153153	1.0
151.7117117117117	1.0
151.89189189189187	1.0
152.07207207207205	1.0
152.25225225225225	1.0
152.43243243243242	1.0
152.61261261261262	1.0
152.79279279279277	1.0
152.97297297297297	1.0
153.15315315315314	1.0
153.33333333333334	1.0
153.5135135135135	0.0
153.6936936936937	1.0
153.87387387387386	1.0
154.05405405405406	1.0
154.2342342342342	1.0
154.4144144144144	1.0
154.59459459459458	1.0
154.77477477477476	1.0
154.95495495495496	1.0
155.13513513513513	1.0
155.3153153153153	1.0
155.49549549549548	1.0
155.67567567567568	1.0
155.85585585585582	1.0
156.03603603603602	0.0
156.2162162162162	1.0
156.3963963963964	1.0
156.57657657657654	1.0
156.75675675675674	1.0
156.93693693693695	1.0
157.11711711711712	1.0
157.2972972972973	1.0
157.47747747747746	1.0
157.65765765765764	1.0
157.8378378378378	1.0
158.018018018018	1.0
158.19819819819818	1.0
158.37837837837836	1.0
158.55855855855853	1.0
158.73873873873873	1.0
158.91891891891888	1.0
159.0990990990991	1.0
159.27927927927928	1.0
159.45945945945945	1.0
159.63963963963963	1.0
159.8198198198198	1.0
160.0	1.0
160.18018018018017	1.0
160.36036036036035	1.0
160.54054054054052	1.0
160.72072072072072	1.0
160.9009009009009	1.0
161.08108108108107	1.0
161.26126126126124	1.0
161.4414414414414	1.0
161.62162162162164	1.0
161.8018018018018	1.0
161.981981981982	1.0
162.16216216216216	1.0
162.34234234234233	1.0
162.5225225225225	1.0
162.7027027027027	1.0
162.88288288288288	0.0
163.06306306306303	1.0
163.24324324324323	1.0
163.4234234234234	1.0
163.6036036036036	1.0
163.78378378378378	1.0
163.96396396396398	1.0
164.14414414414412	1.0
164.32432432432432	1.0
164.5045045045045	1.0
164.68468468468467	1.0
164.86486486486484	1.0
165.04504504504504	1.0
165.22522522522522	1.0
165.40540540540542	1.0
165.58558558558556	1.0
165.76576576576574	1.0
165.94594594594594	0.0
166.1261261261261	1.0
166.3063063063063	1.0
166.48648648648648	1.0
166.66666666666666	1.0
166.84684684684683	1.0
167.02702702702703	1.0
167.20720720720718	0.0
167.38738738738738	1.0
167.56756756756755	1.0
167.74774774774775	1.0
167.9279279279279	1.0
168.10810810810813	1.0
168.28828828828827	1.0
168.46846846846844	1.0
168.64864864864865	1.0
168.82882882882882	1.0
169.009009009009	1.0
169.1891891891892	1.0
169.36936936936937	1.0
169.5495495495495	1.0
169.7297297297297	1.0
169.90990990990989	1.0
170.0900900900901	1.0
170.27027027027026	1.0
170.45045045045046	1.0
170.6306306306306	1.0
170.81081081081078	1.0
170.990990990991	1.0
171.17117117117115	1.0
171.35135135135133	1.0
171.53153153153153	1.0
171.7117117117117	1.0
171.8918918918919	1.0
172.07207207207207	1.0
172.25225225225222	1.0
172.43243243243242	1.0
172.6126126126126	1.0
172.79279279279277	1.0
172.97297297297297	1.0
173.15315315315314	1.0
173.33333333333334	1.0
173.5135135135135	1.0
173.69369369369372	1.0
173.87387387387386	1.0
174.05405405405403	1.0
174.23423423423424	1.0
174.4144144144144	1.0
174.59459459459455	1.0
174.77477477477478	1.0
174.95495495495493	1.0
175.1351351351351	1.0
175.3153153153153	1.0
175.49549549549548	1.0
175.67567567567568	1.0
175.85585585585585	1.0
176.03603603603605	1.0
176.2162162162162	1.0
176.39639639639637	1.0
176.57657657657657	1.0
176.75675675675674	1.0
176.93693693693692	1.0
177.11711711711712	1.0
177.29729729729726	1.0
177.47747747747744	1.0
177.65765765765767	1.0
177.8378378378378	1.0
178.018018018018	1.0
178.19819819819818	1.0
178.3783783783784	1.0
178.55855855855853	1.0
178.73873873873873	1.0
178.9189189189189	1.0
179.09909909909908	1.0
179.27927927927925	1.0
179.45945945945945	1.0
179.6396396396396	1.0
179.81981981981983	1.0
180.0	1.0
